int_corr,diff_age,diff_date,diff_go_out,sinc_o,attr_o,fun_o,diff_intel,diff_sinc,diff_shar,diff_amb,diff_attr,diff_fun,intel_o,match
0.08,1.0,3.0,1.0,1,0,1,2.4099998,0.27999878,4.45,2.0899992,1.6800003,2.17,1,0.0
0.49,4.0,1.0,2.0,0,0,0,1.2800007,1.6499996,1.8599997,5.1099997,2.6099997,6.6499996,1,1.0
0.36,3.0,2.0,2.0,0,0,0,3.9700012,0.07999992,8.589999,5.2700005,0.48999977,0.07999992,0,0.0
0.32,2.0,0.0,2.0,1,1,1,1.2800007,1.1499996,3.3599997,1.1099997,0.89000034,1.1499996,1,0.0
0.38,1.0,3.0,0.0,0,0,0,3.630001,1.5,5.049999,0.79999924,2.7599993,3.46,0,0.0
0.41,1.0,2.0,0.0,1,1,1,2.0500011,0.07999992,2.8199997,1.4300003,0.48999977,0.07999992,1,1.0
0.74,2.0,1.0,1.0,1,1,1,1.2800007,3.1499996,3.3599997,3.1099997,1.1099997,3.1499996,1,0.0
0.38,2.0,2.0,0.0,1,1,0,0.21999931,4.040001,7.01,2.3499994,1.5,4.040001,1,0.0
0.48,4.0,1.0,0.0,1,0,0,1.3500004,2.9099998,5.7799997,3.4800005,2.7300005,4.950001,1,0.0
0.0,5.0,2.0,1.0,1,0,0,1.1599998,4.92,6.04,1.4700003,0.65999985,3.1000004,1,0.0
0.41,6.0,0.0,1.0,1,1,0,2.9799995,5.7200003,9.27,3.7800007,2.9799995,5.7200003,0,1.0
0.13,5.0,0.0,0.0,0,0,0,0.36999893,0.45999908,6.71,0.32999992,3.9800005,3.8900013,0,0.0
0.36,2.0,2.0,1.0,1,0,1,2.209999,7.8200006,8.799999,4.339999,5.4800005,2.0500011,1,0.0
0.32,0.0,3.0,1.0,0,0,0,0.289999,7.8200006,4.95,4.339999,0.289999,2.0500011,0,0.0
0.0,8.0,1.0,1.0,1,0,0,3.8099995,4.6100006,3.9899998,1.7799997,2.4400005,2.5300007,0,0.0
0.32,0.0,1.0,1.0,0,0,0,2.209999,3.9700012,8.799999,3.3500004,1.6400003,2.0500011,0,0.0
0.5,3.0,1.0,1.0,0,0,1,0.62999916,5.590001,5.2199993,2.7599993,2.5900002,5.590001,0,0.0
0.03,1.0,0.0,0.0,0,0,0,0.97999954,1.2800007,0.5100002,3.1099997,1.0200005,1.2800007,0,0.0
0.16,1.0,0.0,0.0,1,1,1,2.209999,2.0500011,3.0299997,0.48999977,1.6400003,2.0500011,1,0.0
0.21,2.0,2.0,0.0,1,1,0,0.289999,3.9700012,6.87,2.4199991,1.6400003,3.9700012,1,0.0
0.59,2.0,1.0,0.0,1,1,0,1.8500004,2.4099998,6.58,2.0899992,3.8100004,4.300001,1,0.0
0.46,7.0,1.0,1.0,1,0,0,2.9799995,3.7800007,3.9899998,5.1099997,0.47999954,8.780001,1,0.0
0.07,0.0,4.0,1.0,0,0,0,0.289999,2.0500011,10.719999,5.2700005,1.6400003,2.0500011,0,0.0
0.04,1.0,2.0,1.0,1,1,0,2.9799995,3.2800007,5.49,1.1099997,3.0200005,3.2800007,0,0.0
0.0,2.0,5.0,1.0,1,0,1,0.62999916,3.630001,7.1799994,0.79999924,0.62999916,5.590001,0,1.0
0.27,4.0,4.0,1.0,1,1,1,2.209999,2.0500011,4.95,1.4300003,1.6400003,2.0500011,1,0.0
0.22,1.0,3.0,0.0,1,1,1,2.9799995,5.2800007,5.49,3.1099997,1.0200005,5.2800007,1,0.0
0.19,4.0,1.0,0.0,1,1,1,0.7600002,2.7600002,2.4799995,3.2399998,1.5200005,1.2399998,1,0.0
0.14,6.0,1.0,2.0,1,1,1,0.5400009,0.5400009,0.03999996,3.9099998,2.2600002,0.5400009,1,0.0
0.4,5.0,2.0,1.0,1,1,0,6.0200005,3.6900005,3.8900003,14.91,3.08,6.0200005,0,0.0
0.21,17.0,3.0,1.0,1,1,1,6.5699997,6.5699997,13.14,14.86,8.289999,6.5699997,1,0.0
0.05,3.0,2.0,1.0,1,0,1,4.1900005,0.5699997,3.6200008,5.34,5.91,0.5699997,0,0.0
0.09,1.0,3.0,1.0,0,1,0,4.380001,1.6800003,3.3999996,3.7299995,2.0100002,3.7299995,0,0.0
0.51,1.0,2.0,1.0,1,0,0,0.7600002,1.2399998,1.5200005,1.2399998,4.4799995,1.2399998,1,1.0
0.34,2.0,1.0,1.0,1,0,0,1.8599997,0.710001,5.26,6.9799995,10.119999,3.2700005,0,0.0
0.03,3.0,3.0,0.0,1,1,1,2.5299997,2.5299997,5.0699997,3.3500004,0.8100004,2.5299997,1,0.0
0.3,7.0,3.0,2.0,1,1,0,0.0,0.0,1.7199993,3.4499998,1.7199993,0.0,0,0.0
0.13,3.0,0.0,0.0,1,1,0,2.33,0.14999962,0.3000002,6.37,1.8699989,2.33,1,0.0
0.44,2.0,2.0,1.0,0,0,0,6.5699997,1.8099995,8.289999,12.48,6.0,1.8099995,0,0.0
0.33,2.0,2.0,1.0,1,0,0,0.5400009,0.5400009,2.1900005,0.5400009,0.03999996,0.5400009,0,0.0
0.32,0.0,1.0,0.0,1,1,1,0.5699997,0.5699997,3.0,2.4299994,1.1499996,0.5699997,1,0.0
0.53,1.0,1.0,0.0,0,1,0,1.3600006,0.9599991,0.7600002,0.9599991,0.7600002,0.9599991,0,0.0
0.13,1.0,0.0,0.0,0,0,0,5.84,12.11,4.99,0.710001,4.99,4.42,0,0.0
0.25,1.0,0.0,0.0,0,1,0,4.040001,0.21999931,5.76,10.86,5.76,4.4699993,0,1.0
0.27,2.0,,,1,1,1,2.7600002,0.26000023,4.4799995,4.74,8.02,5.26,1,0.0
0.28,1.0,0.0,1.0,1,0,0,4.040001,1.9099998,4.88,2.3499994,0.6300001,1.9099998,0,0.0
0.38,2.0,2.0,0.0,1,1,0,0.21999931,4.040001,7.01,2.3499994,1.5,4.040001,1,0.0
0.3,2.0,2.0,0.0,1,1,1,0.37000084,1.6299992,3.71,4.370001,0.28999996,0.32999992,1,1.0
0.38,4.0,0.0,2.0,1,1,1,0.59000015,0.59000015,1.2700005,5.040001,3.4900007,1.4500008,1,0.0
0.35,3.0,1.0,1.0,1,0,0,4.8899994,2.5599995,2.6599998,16.04,4.3100004,6.9300003,0,1.0
0.31,15.0,2.0,1.0,0,1,0,5.4399986,5.4399986,11.91,15.990001,9.5199995,7.4799995,0,0.0
0.04,1.0,1.0,1.0,1,0,0,3.0599995,1.7000008,2.3900003,6.470001,7.1400003,0.34000015,0,0.0
0.14,3.0,2.0,1.0,0,1,0,3.25,0.54999924,4.63,4.8600006,0.77999973,2.8199997,0,1.0
0.12,1.0,1.0,1.0,1,0,0,0.37000084,2.3700008,0.28999996,2.3700008,5.71,0.32999992,1,0.0
0.2,4.0,2.0,1.0,1,1,1,2.9900007,0.42000008,4.0299997,8.110001,11.349999,4.1800003,1,1.0
0.07,1.0,2.0,0.0,0,0,0,3.6600008,3.6600008,6.3,2.2199993,0.42000008,1.6199999,0,0.0
0.32,5.0,2.0,2.0,1,1,0,1.1300011,1.1300011,2.9499998,4.580001,2.9499998,0.90999985,0,1.0
0.12,1.0,1.0,0.0,1,1,1,1.1999989,0.98000145,0.9300003,7.500001,3.0999994,3.2399998,1,0.0
0.3,0.0,1.0,1.0,0,1,1,5.4399986,0.6799984,9.5199995,13.610001,4.7699995,2.7199993,0,0.0
0.31,0.0,1.0,1.0,1,0,1,0.59000015,0.59000015,0.96000004,0.59000015,1.2700005,1.4500008,1,1.0
0.03,2.0,0.0,0.0,1,0,1,1.7000008,1.7000008,4.2300005,3.5600004,2.38,0.34000015,1,0.0
0.28,1.0,2.0,0.0,1,1,1,0.22999954,2.0900002,1.9900007,2.0900002,1.9900007,0.049999237,1,1.0
0.31,3.0,1.0,0.0,0,0,0,4.709999,13.240001,6.2200003,0.42000008,6.2200003,3.5100002,0,0.0
0.11,1.0,1.0,0.0,1,0,1,2.9099998,1.3500004,6.9900007,11.990001,6.9900007,3.5599995,1,1.0
0.11,0.0,,,1,1,1,1.6299992,0.87000084,5.71,5.870001,6.79,6.17,1,0.0
0.17,1.0,1.0,1.0,1,0,0,2.9099998,0.7799988,3.6499996,3.4800005,0.6000004,2.8199997,0,1.0
0.48,4.0,1.0,0.0,1,1,1,1.3500004,2.9099998,5.7799997,3.4800005,2.7300005,4.950001,1,0.0
0.19,1.0,1.0,1.0,1,1,0,0.1800003,3.6399994,3.4499998,2.3600006,2.3600006,2.1800003,0,0.0
0.28,3.0,1.0,3.0,1,1,0,0.39999962,1.4200001,1.0100002,3.0300007,1.4200001,0.39999962,1,0.0
0.2,2.0,2.0,2.0,0,1,0,5.08,4.5699997,2.92,14.030001,2.2399998,5.08,0,0.0
0.25,14.0,3.0,2.0,1,1,0,5.629999,7.449999,12.17,13.9800005,7.449999,5.629999,0,1.0
0.01,0.0,2.0,2.0,0,0,0,3.25,0.30999947,2.6500006,4.460001,5.0699997,1.5100002,0,0.0
0.21,4.0,3.0,2.0,0,0,0,3.4400005,2.5599995,4.37,2.8500004,2.8500004,4.67,0,0.0
0.56,2.0,2.0,2.0,0,0,0,0.1800003,0.3600006,0.5500002,0.3600006,3.6399994,2.1800003,0,0.0
0.13,5.0,1.0,0.0,1,0,0,2.8000002,1.5900002,4.29,6.1000004,9.279999,2.33,1,0.0
0.19,0.0,3.0,1.0,1,0,0,3.4700003,1.6500006,6.04,4.2299995,1.6500006,3.4700003,0,0.0
0.14,4.0,3.0,3.0,0,0,0,0.94000053,0.87999916,2.6899996,2.5700006,0.87999916,0.94000053,0,0.0
0.14,0.0,0.0,1.0,1,1,0,1.3899994,1.0299988,0.6700001,5.4900007,1.0299988,1.3899994,1,0.0
0.06,1.0,2.0,2.0,0,1,0,5.629999,2.6899986,9.259999,11.6,6.84,0.86999893,0,0.0
0.05,1.0,2.0,2.0,0,0,0,0.39999962,1.4200001,1.2200003,1.4200001,0.8000002,0.39999962,0,0.0
0.27,3.0,1.0,1.0,1,1,1,1.5100002,0.30999947,3.9700003,1.5500002,0.30999947,1.5100002,1,0.0
0.09,2.0,1.0,1.0,0,0,0,0.42000008,0.07999992,1.7300005,0.07999992,0.07999992,1.8999996,0,1.0
0.07,4.0,0.0,1.0,0,0,0,4.8999996,11.2300005,5.96,1.5900002,4.1499996,5.3600006,0,0.0
0.12,2.0,0.0,1.0,0,0,0,3.1000004,0.65999985,6.7300005,9.9800005,4.92,5.41,0,0.0
0.42,1.0,,,1,1,1,1.8199997,1.1399994,5.45,3.8600006,8.860001,4.3199997,1,0.0
0.23,2.0,0.0,0.0,1,1,0,3.1000004,2.789999,3.9099998,1.4700003,1.4700003,0.9699993,1,0.0
0.0,5.0,2.0,1.0,1,1,0,1.1599998,4.92,6.04,1.4700003,0.65999985,3.1000004,0,0.0
0.22,0.0,3.0,1.0,1,1,1,2.0,4.4399996,0.21999931,2.8900003,6.0,0.43999958,1,0.0
0.57,2.0,1.0,1.0,1,0,0,2.2199993,2.2200003,2.2200003,2.2200003,2.2199993,2.2200003,0,0.0
0.54,1.0,0.0,0.0,1,0,0,3.2600002,5.37,6.1500006,8.78,1.3999996,7.7,0,0.0
0.4,13.0,1.0,0.0,1,0,0,3.8099995,8.249999,15.400001,8.73,3.8099995,8.249999,1,0.0
0.27,1.0,0.0,0.0,1,0,0,1.4300003,1.1099997,5.880001,0.78999996,1.4300003,1.1099997,0,1.0
0.31,5.0,1.0,0.0,0,0,0,1.6200008,3.3599997,1.1399994,2.4000006,6.49,2.0500002,0,0.0
0.25,3.0,0.0,0.0,1,0,0,2.0,0.43999958,3.7800007,4.8900003,0.0,0.43999958,0,0.0
0.26,6.0,3.0,2.0,1,0,0,4.62,2.3900003,7.5200005,0.8499994,5.6399994,4.95,1,0.0
0.25,1.0,1.0,1.0,0,0,0,5.29,0.8500004,2.8099995,9.4800005,5.29,0.8500004,0,0.0
0.12,3.0,1.0,1.0,0,0,0,2.7600002,1.6799994,0.5400009,2.6800003,2.7600002,1.6799994,1,0.0
0.06,1.0,2.0,1.0,1,1,1,0.4300003,1.829999,2.5600004,0.23999977,2.6100006,4.0099993,1,0.0
0.55,2.0,0.0,0.0,0,1,0,3.8099995,3.4899988,6.029999,6.3499994,10.48,3.4899988,1,0.0
0.02,2.0,0.0,0.0,1,0,0,2.2199993,2.2200003,4.450001,6.670001,4.4399996,2.2200003,0,0.0
0.33,4.0,1.0,1.0,1,1,1,3.33,1.1099997,0.7399998,3.7000008,3.33,1.1099997,1,0.0
0.57,3.0,3.0,1.0,1,0,0,1.3999996,0.72000027,1.5,5.170001,3.7199993,0.72000027,0,0.0
0.56,5.0,2.0,1.0,0,0,0,3.08,10.43,2.7299995,6.840001,0.5100002,2.7400007,0,0.0
0.69,3.0,2.0,1.0,1,0,0,1.2800007,1.46,3.5,4.7299995,1.2800007,2.79,0,0.0
0.37,2.0,,,1,1,1,0.0,1.9399996,2.2199993,1.3900003,12.5,6.9399996,1,0.0
0.01,3.0,2.0,2.0,1,1,0,1.2800007,3.5899992,7.1400003,3.7800007,5.1099997,3.5899992,0,1.0
0.41,6.0,0.0,1.0,1,1,1,2.9799995,5.7200003,9.27,3.7800007,2.9799995,5.7200003,1,1.0
0.4,1.0,3.0,0.0,1,1,1,0.6100006,1.7399998,2.7799997,1.2200003,0.96000004,1.3899994,1,0.0
0.32,3.0,1.0,2.0,1,0,0,0.3900013,3.959999,0.34000015,1.8900003,4.7400007,0.3900013,0,0.0
0.45,2.0,0.0,1.0,0,0,0,5.870001,0.80999947,3.5900002,12.89,5.5600004,5.870001,0,0.0
0.0,14.0,1.0,1.0,1,0,0,6.42,2.0699997,12.84,12.84,10.7699995,6.42,0,0.0
0.07,0.0,0.0,1.0,1,0,0,4.040001,5.0699997,3.3200006,3.3200006,8.39,0.7199993,1,0.0
0.51,4.0,1.0,1.0,1,0,0,4.2300014,2.8199997,3.6999998,1.71,0.47000027,3.8799992,0,0.0
0.03,2.0,0.0,1.0,1,0,0,0.6100006,5.74,1.2200003,0.77999973,6.96,1.3899994,0,0.0
0.1,5.0,3.0,1.0,1,0,0,2.0099993,3.789999,4.96,4.96,12.599999,3.1200008,1,0.0
0.09,0.0,1.0,0.0,1,0,1,2.6799994,7.0299997,5.37,5.37,1.6700001,2.6799994,0,0.0
0.16,4.0,1.0,2.0,1,0,0,0.14999962,4.5,2.0199995,1.4300003,4.2,0.14999962,0,0.0
0.02,0.0,2.0,0.0,1,1,0,2.1800003,4.3500004,0.0,4.3500004,4.3499994,2.1800003,0,0.0
0.38,1.0,0.0,1.0,0,0,0,6.42,2.6900005,8.589999,10.46,3.5199995,1.6599998,0,0.0
0.01,1.0,0.0,1.0,1,0,0,0.3900013,3.959999,1.8900003,2.5600004,2.5200005,0.3900013,0,0.0
0.18,3.0,1.0,0.0,1,1,1,0.7199993,5.0699997,3.3000002,0.40999985,3.63,0.7199993,1,0.0
0.33,2.0,3.0,0.0,1,0,0,1.210001,5.459999,1.0600004,1.0600004,3.2400007,1.1099987,0,0.0
0.1,4.0,2.0,0.0,0,0,0,5.6900005,16.61,5.29,2.7300005,7.4700003,4.5699997,0,0.0
0.29,2.0,2.0,0.0,1,0,0,3.8900013,4.7199993,6.0600004,8.84,8.240001,4.619999,0,0.0
0.09,1.0,,,1,0,1,2.6100006,4.24,4.7799997,2.7200003,5.54,5.1100006,1,0.0
0.13,2.0,2.0,1.0,0,0,0,3.8900013,2.5900002,4.58,0.32999992,1.8500004,1.7600002,0,0.0
0.13,5.0,0.0,0.0,1,1,0,0.36999893,0.45999908,6.71,0.32999992,3.9800005,3.8900013,1,0.0
0.03,4.0,1.0,1.0,1,1,1,1.2299995,6.54,0.69000053,5.2299995,2.46,3.2299995,1,1.0
0.53,6.0,1.0,1.0,1,1,1,1.4499989,4.3200006,1.749999,5.8999996,6.2400007,1.4499989,1,0.0
0.62,5.0,2.0,0.0,1,1,1,4.0300007,7.4700003,5.6799994,16.9,7.0600004,4.0300007,0,1.0
0.31,17.0,3.0,0.0,1,1,1,4.58,10.349999,14.929999,16.849998,12.2699995,4.58,0,1.0
0.11,3.0,2.0,0.0,1,0,0,2.2000008,3.21,5.41,7.33,9.89,2.5599995,0,1.0
0.53,1.0,3.0,0.0,0,1,1,2.3900013,5.46,1.6100006,5.7199993,1.9700003,5.7199993,0,0.0
0.15,1.0,2.0,0.0,1,1,1,1.2299995,2.54,3.3099995,3.2299995,8.46,3.2299995,1,1.0
0.22,2.0,1.0,2.0,1,1,1,3.8499994,4.4900007,7.049999,8.969999,14.099999,1.2800007,1,1.0
0.32,3.0,3.0,1.0,1,1,1,4.5199995,1.25,3.2800007,1.3600006,3.17,4.5199995,1,0.0
0.02,7.0,3.0,1.0,0,1,0,1.9899998,3.7799997,0.069999695,5.4399996,5.7,1.9899998,0,1.0
0.15,3.0,0.0,1.0,1,1,1,0.34000015,3.9299994,2.0899992,8.36,5.8499994,0.34000015,1,0.0
0.61,2.0,2.0,0.0,1,1,1,4.58,5.589999,6.5,14.469999,2.0199995,0.1800003,0,0.0
0.17,2.0,2.0,0.0,1,1,1,1.4499989,4.3200006,3.9799995,1.4499989,4.0200005,1.4499989,0,0.0
0.54,0.0,1.0,1.0,1,1,1,2.5599995,3.21,1.210001,4.419999,5.13,2.5599995,1,1.0
0.58,1.0,1.0,1.0,1,1,0,0.62999916,2.8200006,1.0299988,2.9499989,4.7400007,2.9499989,0,1.0
0.9,1.0,0.0,1.0,0,1,1,3.8500004,8.33,3.2000008,1.2799988,8.97,6.41,0,0.0
0.48,1.0,0.0,1.0,1,1,1,2.0500011,3.5600004,3.9700012,12.849999,9.740001,6.459999,1,1.0
0.05,2.0,,,1,1,1,0.77000046,4.04,2.6900005,6.7299995,4.04,3.2700005,1,0.0
0.11,1.0,0.0,2.0,1,1,0,2.0500011,5.6899996,6.669999,4.339999,3.3500004,0.07999992,0,1.0
0.36,2.0,2.0,1.0,1,1,0,2.209999,7.8200006,8.799999,4.339999,5.4800005,2.0500011,1,0.0
0.5,6.0,0.0,1.0,1,1,1,0.69000053,6.54,4.54,5.2299995,3.3099995,3.2299995,1,0.0
0.33,8.0,2.0,3.0,1,1,1,0.47000122,4.3200006,2.1000004,5.8999996,0.47000122,1.4499989,0,0.0
0.31,7.0,3.0,2.0,0,1,0,5.950001,7.4700003,1.8299999,16.9,1.2900009,4.0300007,0,0.0
0.19,19.0,4.0,2.0,1,1,0,6.5,10.349999,11.08,16.849998,6.5,4.58,0,0.0
0.17,5.0,3.0,2.0,0,1,1,4.120001,3.21,1.5600004,7.33,4.120001,2.5599995,0,0.0
0.56,1.0,4.0,2.0,0,1,1,4.3100014,5.46,5.46,5.7199993,3.7999992,5.7199993,0,0.0
0.24,3.0,3.0,2.0,1,1,1,0.69000053,2.54,0.53999996,3.2299995,2.6900005,3.2299995,0,1.0
0.46,0.0,0.0,0.0,1,1,1,1.9299994,4.4900007,3.1999998,8.969999,8.33,1.2800007,0,1.0
0.02,5.0,4.0,1.0,0,1,1,2.5999994,1.25,7.13,1.3600006,2.5999994,4.5199995,0,0.0
0.36,9.0,4.0,3.0,0,1,0,0.069999695,3.7799997,3.7799997,5.4399996,0.069999695,1.9899998,0,0.0
0.25,5.0,1.0,1.0,1,1,1,2.2600002,3.9299994,1.7600002,8.36,0.07999992,0.34000015,0,0.0
0.36,4.0,3.0,2.0,0,1,0,6.5,5.589999,10.349999,14.469999,7.789999,0.1800003,1,0.0
0.0,4.0,3.0,2.0,1,1,1,0.47000122,4.3200006,0.13000011,1.4499989,1.749999,1.4499989,0,0.0
0.26,2.0,2.0,1.0,1,1,1,0.6399994,3.21,5.0600004,4.419999,0.6399994,2.5599995,1,0.0
0.1,3.0,0.0,1.0,0,1,1,1.2900009,2.8200006,2.8200006,2.9499989,1.0299988,2.9499989,1,1.0
0.02,1.0,1.0,1.0,0,0,0,5.7700005,8.33,7.05,1.2799988,3.2000008,6.41,0,0.0
0.38,3.0,1.0,1.0,1,1,1,3.9700012,3.5600004,7.8200006,12.849999,3.9700012,6.459999,0,0.0
0.4,4.0,,,1,1,1,2.6900005,4.04,6.54,6.7299995,9.809999,3.2700005,1,0.0
0.36,3.0,1.0,0.0,1,1,1,3.9700012,5.6899996,2.8199997,4.339999,2.4199991,0.07999992,0,0.0
0.32,0.0,3.0,1.0,1,1,1,0.289999,7.8200006,4.95,4.339999,0.289999,2.0500011,1,0.0
0.21,2.0,2.0,1.0,1,1,0,2.83,3.33,5.5,2.67,0.5799999,2.75,0,1.0
0.46,0.0,0.0,3.0,1,0,0,3.0499992,1.1100006,3.0600004,3.3400002,3.2000008,0.9699993,0,0.0
0.71,1.0,1.0,2.0,1,0,1,2.4300003,4.26,0.8699999,14.34,4.0200005,4.51,1,0.0
0.09,11.0,2.0,2.0,1,0,1,2.9799995,7.1399994,10.12,14.29,9.23,5.0599995,1,1.0
0.08,3.0,1.0,2.0,1,0,0,0.6000004,0.0,0.6000004,4.7700005,6.8500004,2.08,1,0.0
0.85,7.0,2.0,2.0,1,1,0,0.7900009,2.25,6.42,3.1599998,1.0699997,5.24,0,0.0
0.21,5.0,1.0,2.0,0,0,0,2.83,0.6700001,1.5,0.6700001,5.42,2.75,0,0.0
0.03,8.0,2.0,0.0,1,0,0,5.45,1.2800007,2.2399998,6.41,11.059999,1.7600002,1,0.0
0.37,3.0,2.0,1.0,1,0,1,6.12,1.96,8.09,3.92,0.13000011,4.04,1,1.0
0.59,1.0,2.0,3.0,1,0,1,3.5900002,0.5699997,4.74,2.88,2.6599998,1.5100002,1,1.0
0.31,3.0,1.0,1.0,1,1,1,1.2600002,0.7199993,2.7200003,5.8,2.8099995,0.8199997,1,1.0
0.65,4.0,1.0,2.0,0,0,0,2.9799995,2.3799992,11.309999,11.91,5.0599995,0.29999924,0,0.0
0.29,4.0,1.0,2.0,0,0,0,3.0499992,1.1100006,0.8299999,1.1100006,0.9800005,0.9699993,0,1.0
0.49,6.0,0.0,1.0,1,1,1,4.16,0.0,6.0200005,1.8599997,2.0900002,2.08,1,1.0
0.49,5.0,2.0,1.0,0,0,0,2.2299995,0.3899994,3.7800007,0.3899994,1.7000008,2.4699993,0,0.0
0.32,7.0,1.0,1.0,1,0,0,2.25,11.54,8.01,1.2800007,5.9300003,5.9300003,1,1.0
0.46,5.0,1.0,1.0,1,0,0,0.45000076,0.35000038,8.780001,10.29,6.700001,5.9799995,0,0.0
0.5,4.0,,,1,0,0,0.8299999,0.8299999,7.5,4.17,7.08,3.75,1,0.0
0.01,5.0,1.0,0.0,1,0,0,0.45000076,2.4799995,1.8599997,1.7799997,0.31000042,0.39999962,0,0.0
0.0,8.0,1.0,1.0,1,1,0,3.8099995,4.6100006,3.9899998,1.7799997,2.4400005,2.5300007,1,0.0
0.19,6.0,4.0,1.0,1,1,0,1.2299995,2.6900005,0.69000053,2.46,1.3800001,3.2299995,0,0.0
0.68,8.0,2.0,3.0,1,1,1,1.4499989,0.47000122,1.749999,1.79,2.4000006,1.4499989,1,0.0
0.71,7.0,1.0,2.0,0,1,0,4.0300007,3.6200008,5.6799994,9.21,3.2200003,4.0300007,1,0.0
0.08,19.0,0.0,2.0,1,0,1,4.58,6.5,14.929999,9.16,8.429999,4.58,1,0.0
0.55,5.0,1.0,2.0,0,0,0,2.2000008,0.6399994,5.41,0.35999966,6.05,2.5599995,0,0.0
0.64,1.0,0.0,2.0,1,0,0,2.3900013,1.6100006,1.6100006,1.9700003,1.8699999,5.7199993,0,0.0
0.28,3.0,1.0,2.0,0,0,0,1.2299995,1.3099995,3.3099995,4.46,4.62,3.2299995,0,0.0
0.36,0.0,4.0,0.0,1,0,0,3.8499994,0.6400013,7.049999,1.2799997,10.259999,1.2800007,0,0.0
0.35,5.0,0.0,1.0,0,1,0,4.5199995,2.5999994,3.2800007,9.05,0.6700001,4.5199995,0,0.0
0.54,9.0,0.0,3.0,0,0,0,1.9899998,0.069999695,0.069999695,2.25,1.8599997,1.9899998,0,0.0
0.56,5.0,3.0,1.0,1,1,1,0.34000015,0.07999992,2.0899992,0.6700001,2.0099993,0.34000015,1,0.0
0.59,4.0,1.0,2.0,0,1,1,4.58,1.7399998,6.5,6.7799997,5.8599997,0.1800003,0,0.0
0.22,4.0,1.0,2.0,0,0,0,1.4499989,0.47000122,3.9799995,6.2400007,0.1800003,1.4499989,0,1.0
0.52,2.0,2.0,1.0,1,1,1,2.5599995,0.6399994,1.210001,3.2700005,1.29,2.5599995,1,1.0
0.66,3.0,4.0,1.0,1,1,0,0.62999916,1.0299988,1.0299988,4.7400007,0.9000006,2.9499989,0,0.0
0.59,1.0,3.0,1.0,0,0,0,3.8500004,12.179999,3.2000008,6.410001,5.13,6.41,0,0.0
0.45,3.0,3.0,1.0,0,0,0,2.0500011,0.289999,3.9700012,5.16,5.9000006,6.459999,0,0.0
0.39,4.0,,,1,1,1,0.77000046,0.19000053,2.6900005,0.96000004,7.88,3.2700005,0,0.0
0.32,3.0,3.0,0.0,1,0,0,2.0500011,1.8400002,6.669999,3.3500004,0.48999977,0.07999992,1,0.0
0.32,0.0,1.0,1.0,1,1,1,2.209999,3.9700012,8.799999,3.3500004,1.6400003,2.0500011,1,0.0
0.17,3.0,2.0,1.0,1,1,1,0.35000038,4.3100004,4.2700005,3.6499996,5.6100006,0.31000042,1,0.0
0.23,5.0,0.0,3.0,1,0,0,0.13000107,2.090001,1.8300009,4.3199997,1.8299999,2.090001,0,0.0
0.24,4.0,1.0,2.0,0,0,0,5.6100006,5.2400007,2.0999994,15.32,1.0100002,7.5700006,0,0.0
0.01,16.0,2.0,2.0,1,0,0,6.16,8.12,11.349999,15.2699995,4.199999,8.12,1,0.0
0.09,2.0,1.0,2.0,0,0,0,3.7800007,0.9800005,1.8299999,5.75,1.8199997,0.9800005,1,0.0
0.08,2.0,2.0,2.0,1,0,0,3.9700012,3.2300005,5.1900005,4.1399994,6.1000004,2.1799994,0,0.0
0.31,0.0,1.0,2.0,0,0,0,0.35000038,0.31000042,0.27000046,1.6499996,0.3899994,0.31000042,0,0.0
0.53,3.0,2.0,0.0,0,0,0,2.2699995,2.2600012,3.4699993,7.3899994,6.029999,4.8200006,0,0.0
0.08,2.0,2.0,1.0,1,1,1,2.9399996,0.97999954,6.8600006,2.9400005,4.9000006,0.97999954,0,0.0
0.08,6.0,2.0,3.0,0,0,0,0.40999985,1.5500002,3.5100002,3.8599997,2.3700008,1.5500002,0,0.0
0.14,2.0,1.0,1.0,1,1,1,1.9200001,1.6999998,1.4900007,6.7799997,2.2200012,3.88,1,0.0
0.22,1.0,1.0,2.0,0,1,0,6.16,3.3599997,10.08,12.889999,10.09,3.3599997,0,0.0
0.02,1.0,1.0,2.0,0,0,0,0.13000107,2.090001,0.39999962,0.13000107,4.05,2.090001,0,0.0
0.4,1.0,0.0,1.0,1,1,1,0.97999954,0.9800005,4.790001,2.8399992,2.9400005,0.9800005,1,0.0
0.53,0.0,2.0,1.0,0,0,0,0.95000076,0.5900011,2.5500011,1.3699989,3.33,0.5900011,1,0.0
0.54,2.0,1.0,1.0,0,0,0,5.4300003,10.559999,6.7800007,0.30000114,0.8999996,2.87,0,0.0
0.02,0.0,1.0,1.0,0,0,0,3.630001,1.3300009,7.550001,11.2699995,1.6700001,2.9199991,0,0.0
0.08,1.0,,,1,1,1,2.3500004,1.8100004,6.2700005,5.1499996,12.110001,6.8100004,1,0.0
0.48,0.0,1.0,0.0,1,0,0,3.630001,3.46,3.0899992,2.7599993,4.7200003,3.46,0,0.0
0.5,3.0,1.0,1.0,1,1,1,0.62999916,5.590001,5.2199993,2.7599993,2.5900002,5.590001,1,0.0
0.02,7.0,3.0,0.0,1,1,1,0.0,0.0,10.0,4.0,2.0,4.0,1,0.0
